com_insee,nbr_accidents
01004,2
01037,1
01043,4
01050,1
01053,2
01064,1
01077,1
01087,1
01093,1
01098,1
01123,1
01124,1
01187,1
01204,1
01236,1
01249,1
01263,1
01275,1
01289,1
01294,1
01344,1
01345,1
01353,1
01374,1
01386,1
01397,1
01425,1
01457,1
02095,1
02168,1
02173,1
02186,1
02243,1
02280,1
02408,2
02472,1
02489,1
02544,1
02714,1
02810,1
02820,1
03026,1
03045,1
03089,1
03097,1
03101,1
03135,1
03138,1
03142,1
03185,2
03190,2
03220,1
03298,2
03310,1
04018,1
04055,1
04070,2
04112,2
04135,1
04145,1
04152,1
04171,1
04197,1
04209,3
05012,1
05023,1
05045,2
05046,1
05061,6
05074,1
05132,1
05161,1
06004,1
06007,1
06018,1
06027,4
06029,4
06044,1
06059,2
06067,1
06068,1
06069,12
06074,1
06079,1
06085,1
06088,14
06103,1
06104,1
06112,1
06114,1
06118,1
06123,2
06149,1
06150,1
06151,1
06152,2
06155,2
06161,1
07009,1
07022,1
07090,1
07096,1
07102,2
07138,1
07146,1
07181,1
07186,2
07245,1
07281,1
07316,2
07323,1
07338,1
08095,1
08105,1
08179,1
08203,1
08243,1
08263,1
08302,1
08311,1
08328,1
08365,1
08449,1
08459,1
08480,1
09102,1
09103,1
09122,6
09145,1
09160,1
09207,1
09225,3
09282,1
09306,1
09323,1
09338,1
10005,1
10045,1
10081,1
10103,1
10142,1
10144,1
10256,1
10323,1
10325,3
10333,2
10359,1
10362,1
10387,14
10426,2
10439,1
11069,11
11076,1
11203,1
11206,1
11217,1
11262,7
11328,1
11370,1
11397,1
11401,2
11441,1
12006,1
12013,1
12076,1
12077,1
12094,1
12101,1
12107,1
12113,1
12171,1
12195,1
12202,2
12203,1
12208,1
12244,1
12270,1
12307,1
13055,167
14027,1
14040,1
14118,3
14120,1
14143,1
14160,1
14231,2
14242,1
14304,1
14366,3
14371,2
14436,1
14488,1
14555,1
14656,1
14679,1
14715,1
14716,1
14724,1
14733,1
15014,6
15087,1
15138,1
15169,1
15187,1
15231,1
16015,1
16028,1
16065,1
16102,1
16194,1
16295,1
16304,1
16341,1
16347,1
16383,1
17024,1
17028,1
17065,1
17091,1
17142,2
17164,1
17220,1
17274,1
17291,1
17300,3
17306,2
17345,1
17380,1
17385,2
17413,1
17415,3
17439,1
17461,2
18028,1
18033,2
18116,1
18165,1
18279,1
19013,1
19031,12
19072,1
19095,1
19123,1
19148,1
19272,1
21016,1
21054,1
21086,1
21136,1
21166,1
21177,1
21183,1
21223,1
21464,1
21585,1
21638,1
21684,1
22001,1
22040,1
22046,1
22048,1
22079,1
22081,1
22093,1
22101,1
22105,1
22106,1
22113,8
22136,1
22187,2
22206,1
22207,1
22215,3
22220,1
22226,1
22258,1
22278,3
22339,1
22341,1
22360,1
22389,2
23096,1
23195,1
23247,1
24037,1
24067,1
24068,1
24139,1
24202,1
24234,1
24295,1
24299,1
24331,1
24354,1
24462,1
24471,1
24540,1
24547,1
24577,1
25031,1
25036,1
25056,10
25079,1
25122,1
25147,1
25204,1
25212,1
25219,1
25318,1
25349,1
25388,2
25532,1
25558,1
25580,1
26004,1
26009,1
26058,1
26064,2
26072,1
26112,1
26124,1
26173,1
26198,3
26235,1
26271,1
26321,1
26330,1
26342,1
26367,1
26369,1
27022,1
27036,1
27049,1
27102,1
27108,1
27109,1
27188,1
27229,10
27275,1
27299,1
27375,1
27398,1
27408,1
27437,1
27447,1
27448,1
27467,1
27533,1
27558,1
27681,5
27684,1
28001,1
28021,1
28085,5
28088,1
28100,1
28134,8
28160,1
28164,1
28219,1
28263,1
28327,1
28332,1
28403,1
28404,2
29019,12
29022,1
29031,1
29039,7
29044,1
29058,1
29068,1
29069,1
29074,1
29076,2
29087,1
29089,1
29103,1
29158,1
29165,1
29174,1
29181,1
29187,1
29220,1
29225,1
29232,13
29235,2
29236,1
29254,1
29273,1
29277,1
29279,1
29281,1
29300,1
2A004,15
2A017,1
2A041,2
2A065,1
2A272,2
2B033,9
2B034,1
2B037,4
2B042,1
2B049,2
2B101,1
2B120,3
2B121,1
2B134,1
2B150,1
2B207,1
2B296,2
2B299,1
30007,6
30020,1
30028,1
30055,1
30062,1
30066,1
30075,1
30076,1
30090,1
30106,1
30116,1
30125,1
30133,1
30134,1
30156,1
30161,1
30169,1
30189,6
30211,2
30225,1
30243,1
30245,1
30266,1
30268,1
30273,1
30284,2
30295,1
30331,1
30334,1
30341,1
30345,1
31028,1
31044,1
31048,1
31052,1
31056,1
31079,1
31094,1
31107,1
31118,1
31135,1
31143,1
31151,1
31160,1
31182,1
31216,1
31246,1
31304,1
31426,1
31431,1
31433,1
31451,2
31483,4
31555,21
31584,1
31585,1
32013,3
32125,1
32156,1
32160,1
32190,1
32227,1
32258,1
32285,1
32384,1
32462,1
33003,1
33009,3
33039,1
33052,1
33063,13
33069,1
33075,1
33080,1
33085,1
33090,1
33119,1
33122,2
33138,1
33165,1
33167,1
33192,4
33214,1
33232,1
33234,1
33236,1
33240,1
33243,2
33249,4
33254,1
33281,7
33284,1
33311,1
33312,1
33314,1
33318,6
33321,1
33326,1
33352,1
33369,1
33393,1
33402,1
33417,1
33433,1
33436,1
33449,1
33453,1
33484,1
33507,1
33522,2
33528,1
33529,4
33541,1
33550,4
34003,2
34017,1
34027,1
34032,3
34058,1
34079,2
34095,1
34108,1
34123,3
34129,1
34145,1
34146,1
34154,4
34162,1
34163,1
34172,9
34199,2
34202,1
34213,1
34214,1
34217,1
34255,1
34272,1
34284,1
34289,1
34301,4
34325,1
34327,1
34333,1
34334,1
34337,1
34340,1
34344,1
35023,1
35051,1
35055,1
35072,2
35099,1
35115,1
35117,1
35150,2
35167,1
35200,1
35204,1
35206,1
35207,1
35228,1
35234,1
35238,25
35278,3
35281,2
35287,1
35288,1
35302,1
35306,1
35334,1
35347,1
36018,1
36044,2
36159,1
36202,1
36220,1
37024,1
37027,1
37031,1
37043,1
37050,1
37072,1
37122,3
37130,1
37141,1
37148,1
37171,1
37179,1
37195,2
37208,2
37214,2
37226,1
37228,1
37233,2
37245,1
37250,1
37257,1
37261,17
38026,2
38044,1
38053,3
38067,1
38087,1
38099,1
38104,1
38110,1
38113,2
38140,1
38144,1
38150,1
38151,4
38160,1
38169,1
38175,1
38180,1
38185,10
38204,1
38239,1
38261,1
38263,1
38318,1
38336,1
38338,1
38339,1
38343,1
38348,1
38382,2
38388,1
38400,1
38401,1
38421,2
38423,1
38468,1
38485,2
38536,1
38557,1
38562,1
39097,1
39191,1
39198,1
39217,1
39240,1
39326,1
39399,1
39443,1
39470,2
40044,1
40062,1
40065,1
40154,1
40182,1
40197,3
40202,1
40227,1
40246,1
40281,1
40304,1
40312,1
41010,1
41018,2
41059,1
41067,1
41097,1
41114,1
41147,1
41150,1
41157,1
41194,2
41214,1
41220,2
41232,1
41278,1
41295,1
42003,1
42095,1
42097,1
42127,1
42173,1
42175,1
42183,1
42186,1
42207,1
42208,1
42218,3
42228,1
42237,1
42256,1
42279,1
42285,1
42288,1
42299,1
42302,1
42320,1
42334,1
43002,3
43020,2
43037,1
43040,1
43041,1
43046,1
43051,2
43111,1
43113,1
43137,1
43157,4
43185,1
43224,1
43251,1
43268,1
44002,1
44009,1
44013,1
44026,1
44028,1
44029,1
44055,1
44066,2
44103,1
44109,13
44114,1
44120,1
44126,1
44131,1
44132,1
44138,1
44143,1
44162,5
44172,2
44182,1
44190,2
44204,1
44211,1
44212,1
44215,1
44222,1
45004,1
45039,1
45068,1
45082,1
45093,1
45096,1
45103,1
45147,1
45179,1
45187,1
45208,2
45229,1
45232,2
45234,5
45285,2
45298,1
45308,2
45317,1
45334,1
45346,1
46042,2
46066,1
46183,1
46208,1
46243,1
46317,1
47001,1
47015,1
47031,1
47051,1
47069,1
47093,1
47094,1
47138,1
47146,1
47157,1
47201,2
47226,1
47289,1
47323,1
48016,1
48041,1
48127,1
49007,20
49015,1
49050,1
49063,1
49092,1
49099,5
49125,3
49138,2
49167,1
49205,1
49215,1
49246,3
49267,1
49307,1
49328,1
49331,1
49381,1
50025,1
50041,1
50129,13
50139,1
50158,1
50167,1
50181,1
50209,1
50237,1
50239,2
50345,1
50361,1
50378,1
50402,1
50452,1
50484,1
50541,1
50553,1
50579,1
51009,1
51108,1
51117,1
51141,1
51172,1
51217,1
51237,1
51250,1
51388,1
51431,1
51454,19
51455,1
51457,1
51507,1
51572,1
51573,1
52014,1
52076,1
52088,1
52147,1
52189,1
52246,1
52307,1
52312,1
52524,1
52550,1
53008,1
53034,1
53043,1
53056,1
53062,1
53073,1
53128,1
53146,1
53185,1
53271,1
54018,1
54028,1
54115,2
54146,1
54149,1
54152,1
54184,3
54196,1
54197,1
54254,1
54274,1
54300,1
54304,2
54323,2
54329,1
54357,1
54367,1
54382,1
54395,6
54430,1
54462,1
54483,1
54547,1
54575,1
55035,1
55361,1
55400,1
55470,1
55520,1
56002,1
56033,1
56034,1
56036,2
56057,1
56067,1
56078,2
56083,2
56090,1
56098,4
56117,1
56121,8
56130,1
56140,1
56153,1
56165,1
56173,1
56177,2
56186,1
56231,1
56243,2
56260,5
57012,1
57019,1
57119,1
57162,1
57211,1
57227,1
57240,1
57300,1
57306,1
57443,1
57447,1
57463,1
57480,1
57484,1
57487,1
57537,1
57554,1
57566,1
57631,1
57660,2
57683,1
57712,1
57743,1
57751,1
57757,2
58003,1
58046,1
58067,1
58072,1
58134,1
58142,1
58194,7
58218,1
58283,1
58303,1
59009,3
59033,1
59043,1
59091,1
59122,2
59128,1
59135,4
59136,1
59183,2
59196,1
59220,2
59227,1
59271,1
59279,1
59286,1
59295,1
59317,1
59328,2
59343,1
59350,7
59352,1
59356,1
59360,1
59368,1
59377,1
59392,1
59398,1
59426,2
59435,1
59459,1
59462,1
59463,1
59477,1
59508,1
59512,3
59560,2
59581,1
59586,1
59588,1
59599,5
59646,2
59648,1
59650,1
59659,1
60028,1
60047,1
60057,8
60079,1
60107,1
60141,1
60159,1
60170,1
60175,1
60176,2
60178,1
60238,1
60260,1
60282,1
60322,1
60360,1
60370,1
60374,1
60382,1
60398,1
60414,1
60439,1
60461,1
60500,1
60509,1
60518,1
60533,1
60567,1
60612,2
60628,1
60651,1
61001,3
61063,1
61087,1
61116,1
61150,1
61169,1
61187,1
61213,1
61214,1
61216,1
61240,1
61382,1
61391,1
61464,1
61484,1
62014,1
62021,1
62065,2
62092,1
62108,1
62128,1
62133,1
62160,1
62186,1
62193,1
62230,1
62235,1
62250,1
62261,2
62277,1
62307,1
62318,1
62400,2
62413,3
62479,1
62543,1
62560,1
62587,1
62609,1
62617,1
62628,2
62642,1
62667,1
62693,1
62727,1
62753,1
62765,2
62785,1
62836,1
62907,1
63003,1
63009,1
63032,2
63040,1
63113,12
63124,1
63139,1
63149,1
63154,1
63172,1
63178,1
63193,1
63195,1
63203,1
63214,1
63222,1
63225,1
63234,2
63296,1
63346,1
63407,1
63443,1
63453,1
63456,1
64024,9
64065,1
64102,14
64122,2
64129,1
64135,1
64230,1
64260,2
64269,1
64270,1
64279,1
64335,4
64339,1
64348,1
64373,1
64382,1
64405,1
64410,1
64430,1
64445,12
64466,1
64483,3
64495,1
64535,1
64542,1
64545,3
65025,1
65047,1
65100,1
65121,1
65129,1
65138,2
65156,1
65258,1
65261,1
65286,2
65359,1
65389,1
65435,1
65440,1
66012,1
66024,1
66028,2
66037,1
66050,1
66096,1
66136,11
66146,2
66164,1
66167,1
66172,1
66190,1
66208,1
66210,1
66227,1
67034,1
67043,2
67046,2
67073,1
67080,1
67089,1
67101,1
67103,1
67117,1
67125,1
67137,1
67152,1
67164,1
67194,1
67217,1
67218,2
67267,1
67283,1
67313,2
67335,1
67345,1
67368,1
67372,1
67430,1
67434,1
67447,1
67456,1
67460,1
67462,2
67482,15
67506,1
67544,1
68012,1
68036,1
68042,1
68059,1
68063,2
68066,3
68067,1
68078,1
68089,1
68139,1
68146,1
68154,1
68163,1
68175,1
68215,1
68228,1
68260,1
68266,1
68273,1
68278,1
68291,1
68302,1
68321,1
68374,2
68375,1
68381,1
69123,176
70129,1
70245,1
70292,1
70490,1
70550,2
70567,1
71010,1
71016,1
71040,1
71076,2
71105,1
71133,1
71144,1
71162,1
71166,1
71175,1
71205,1
71229,1
71235,1
71242,1
71251,1
71267,1
71270,6
71306,3
71320,1
71348,1
71367,1
71396,1
71422,1
71445,1
71463,1
71475,1
71481,1
71486,1
71559,1
71572,1
72003,1
72048,1
72071,1
72080,1
72095,3
72151,1
72152,1
72156,1
72168,1
72181,20
72264,1
72287,1
72289,1
72300,1
72315,1
72320,1
72328,1
72329,1
72333,1
72378,2
73008,2
73010,1
73031,1
73079,1
73084,1
73105,1
73121,1
73123,2
73128,1
73153,1
73154,1
73160,1
73162,1
73179,1
73225,1
73232,2
73278,1
73285,1
74007,1
74010,5
74012,5
74077,1
74081,1
74118,1
74123,2
74127,1
74179,1
74208,1
74210,1
74220,1
74229,1
74256,1
74278,1
74280,1
74281,2
74309,1
75056,394
76001,1
76057,1
76067,1
76108,1
76135,1
76157,1
76208,1
76217,2
76231,1
76232,1
76235,1
76238,1
76271,1
76296,1
76307,1
76320,1
76321,1
76322,1
76324,1
76341,2
76349,1
76351,10
76360,1
76443,1
76447,1
76524,1
76529,1
76533,1
76540,8
76552,1
76557,1
76561,1
76563,1
76571,1
76575,2
76638,1
76657,1
76662,1
76663,1
76681,2
76684,1
76705,1
76758,1
77014,1
77018,2
77037,1
77042,1
77053,1
77058,1
77070,1
77083,1
77121,1
77122,1
77131,1
77152,2
77175,1
77186,3
77211,1
77226,1
77231,1
77243,1
77251,1
77258,1
77262,1
77273,2
77277,1
77280,1
77295,1
77305,1
77306,1
77307,2
77333,1
77354,1
77373,1
77378,1
77384,3
77390,1
77392,1
77400,1
77407,1
77455,1
77474,1
77495,2
77500,1
77504,1
77512,1
77514,1
77517,1
78003,1
78005,1
78007,1
78029,1
78090,1
78118,1
78126,1
78128,1
78140,1
78146,1
78172,1
78206,1
78217,1
78297,1
78320,1
78358,1
78362,1
78372,2
78401,2
78402,2
78418,2
78423,2
78440,5
78455,3
78466,3
78478,1
78490,1
78498,3
78502,1
78517,2
78531,1
78545,2
78551,2
78562,1
78571,2
78586,1
78609,1
78624,1
78640,1
78672,1
79012,1
79049,1
79062,1
79066,1
79132,1
79140,1
79166,1
79179,1
79191,2
79259,1
79277,1
79278,1
79299,1
79313,1
79329,2
80019,1
80021,5
80032,1
80176,1
80271,1
80379,1
80488,1
80561,1
80677,1
80709,1
81004,2
81037,1
81059,1
81065,3
81074,1
81104,1
81105,1
81128,1
81201,1
81257,1
82025,2
82026,1
82033,2
82035,1
82087,1
82115,1
82121,1
82192,1
83004,1
83009,1
83020,1
83023,3
83027,1
83032,1
83033,1
83034,2
83048,1
83054,1
83056,1
83058,1
83061,6
83065,1
83067,1
83069,6
83071,2
83082,1
83090,2
83094,1
83097,1
83098,1
83101,2
83104,1
83107,2
83108,1
83112,1
83115,1
83116,1
83122,1
83123,1
83126,4
83129,5
83137,14
83141,1
83144,4
83146,1
83148,1
84005,1
84007,4
84019,2
84030,2
84031,1
84039,1
84043,1
84054,1
84065,1
84069,1
84071,1
84088,2
84091,1
84132,1
84133,1
84136,2
84141,1
84149,1
85008,1
85025,1
85035,2
85051,2
85097,1
85108,1
85109,2
85146,1
85147,1
85154,1
85191,1
85194,5
85234,1
85278,1
85280,1
85288,1
86007,1
86018,1
86062,1
86066,1
86092,1
86131,1
86194,4
86290,1
87011,1
87025,1
87047,1
87048,1
87050,3
87065,1
87085,20
87185,1
87201,1
88075,1
88087,1
88160,1
88196,1
88285,1
88321,1
88409,1
88415,2
88486,1
88488,1
88530,1
89025,1
89067,1
89085,1
89206,1
89257,1
89277,1
90010,3
90049,1
91027,5
91038,1
91041,1
91044,1
91064,2
91086,2
91097,2
91103,1
91136,2
91161,6
91174,3
91201,1
91215,1
91223,1
91228,3
91235,3
91286,2
91312,1
91339,3
91340,4
91377,3
91421,2
91432,2
91433,1
91434,1
91468,1
91471,2
91477,2
91479,4
91494,1
91521,5
91549,1
91553,3
91568,1
91570,2
91589,3
91617,3
91634,1
91657,4
91659,1
91661,1
91667,1
91687,5
91689,5
91691,2
91692,2
92002,9
92004,10
92007,3
92009,1
92012,12
92014,1
92019,2
92020,2
92022,1
92023,4
92024,9
92025,12
92026,10
92032,1
92033,2
92035,2
92036,23
92040,5
92044,7
92046,5
92047,2
92048,4
92049,3
92050,15
92051,7
92060,1
92062,7
92063,6
92064,9
92072,6
92073,8
92075,3
92076,1
92077,1
92078,6
93001,17
93005,13
93006,4
93007,8
93008,3
93010,12
93013,2
93014,3
93027,12
93029,6
93031,7
93032,3
93039,1
93046,5
93047,3
93048,10
93049,3
93050,1
93051,7
93053,8
93055,5
93057,1
93062,1
93063,2
93064,17
93066,21
93070,7
93071,4
93072,4
93073,6
93074,1
93077,3
93078,4
93079,3
94001,1
94002,5
94003,3
94004,2
94011,2
94016,3
94017,19
94018,2
94019,2
94021,6
94022,4
94028,10
94033,5
94034,12
94038,4
94041,10
94042,4
94043,4
94044,3
94046,6
94052,3
94054,1
94055,1
94058,1
94059,2
94060,2
94065,1
94068,6
94069,1
94070,1
94071,1
94073,10
94074,5
94076,6
94077,3
94078,4
94079,2
94080,3
94081,4
95018,5
95042,2
95051,1
95061,1
95151,2
95154,1
95197,1
95199,1
95212,1
95218,1
95256,1
95268,1
95277,5
95280,2
95306,1
95351,1
95394,1
95409,1
95476,1
95488,1
95510,1
95527,2
95572,3
95582,4
95585,1
95598,2
95641,1
95678,2
97101,10
97105,1
97106,1
97107,1
97109,1
97111,1
97112,1
97113,5
97115,3
97117,2
97118,1
97120,5
97125,2
97128,1
97129,1
97134,1
97206,1
97207,2
97209,22
97213,8
97216,1
97217,1
97220,1
97223,2
97225,1
97228,1
97230,1
97231,2
97232,1
97302,22
97304,1
97305,6
97307,3
97309,5
97311,3
97353,2
97403,1
97404,2
97405,2
97407,9
97409,6
97410,1
97411,27
97414,2
97415,4
97416,18
97422,3
97605,1
97607,1
97608,2
97610,1
97611,10
97801,2
98712,1
98714,1
98715,2
98724,1
98725,1
98733,5
98734,1
98745,2
98747,1
98750,1
98758,1
98802,1
98803,1
98808,1
98809,1
98811,1
98814,1
98815,1
98817,1
98818,6
98821,3
98823,1
98824,1
98825,1
98827,1
98829,1
